order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1693779,157294,prior,6,5,13,7.0
210664,203138,prior,41,1,14,1.0
1215468,74447,prior,3,2,9,1.0
1618051,91339,prior,21,1,8,9.0
152965,179096,prior,3,1,20,7.0
3315007,63885,prior,85,5,4,1.0
3263224,177149,prior,4,6,12,30.0
160181,111675,prior,47,5,15,7.0
1916502,121775,prior,2,6,16,7.0
991070,202476,train,5,5,16,4.0
2930852,132762,prior,2,5,8,5.0
1622263,132485,prior,10,5,17,8.0
1148872,148606,prior,3,3,14,1.0
3399629,11157,prior,26,5,19,7.0
1785352,65954,prior,9,6,10,6.0
1069878,812,prior,35,5,9,7.0
783803,59910,prior,8,5,21,7.0
1314614,179474,prior,13,5,16,8.0
412370,138306,prior,3,0,12,30.0
2843625,56675,prior,4,1,15,2.0
2667544,86004,prior,13,3,21,9.0
991252,118,prior,10,1,14,12.0
349431,91806,prior,49,2,19,1.0
1177221,55105,prior,10,1,12,10.0
1738901,22666,prior,8,1,9,12.0
1155302,117904,prior,12,4,14,3.0
3282547,126452,prior,14,0,12,9.0
256383,9461,prior,29,1,19,11.0
763266,180630,prior,5,6,16,16.0
2192086,39445,prior,20,0,13,4.0
2707821,54101,prior,1,5,11,
1740920,141704,prior,84,1,9,5.0
604655,141668,prior,10,2,12,23.0
1894190,58056,prior,1,3,15,
694092,38269,prior,19,2,12,8.0
151662,5588,prior,20,4,9,6.0
818858,31800,prior,11,3,16,16.0
2736731,33168,prior,12,1,7,17.0
1926183,202763,prior,24,6,9,1.0
1233947,97133,prior,7,3,9,28.0
248537,174045,prior,1,4,14,
1269206,62210,prior,7,1,6,16.0
3279346,139099,prior,10,5,9,13.0
73945,28681,train,74,4,13,3.0
1198099,94066,prior,10,4,13,11.0
1572453,42964,prior,3,5,16,23.0
2015891,180704,prior,12,1,14,27.0
742864,132363,prior,19,0,8,4.0
2927231,18902,prior,19,0,3,9.0
1803597,145678,prior,27,6,15,1.0
3386331,66395,prior,11,1,17,7.0
3253336,75843,prior,31,0,17,30.0
931947,206184,prior,3,1,11,10.0
1834616,139218,prior,41,2,10,8.0
2057393,192609,prior,10,6,14,7.0
1936908,97316,prior,2,0,19,30.0
783019,201974,prior,2,3,8,7.0
798796,26991,prior,28,0,11,13.0
3094555,198120,prior,5,2,16,3.0
2797709,59936,prior,3,4,17,30.0
2398733,40238,prior,22,1,17,7.0
1365243,113693,train,7,6,16,30.0
74532,31224,prior,2,0,14,8.0
2484065,40384,prior,5,6,11,30.0
814585,114153,prior,5,0,10,11.0
1831712,182822,prior,1,3,14,
1901973,65476,prior,12,1,15,6.0
601023,78013,prior,62,4,13,6.0
2035234,140370,prior,13,0,14,30.0
683179,95416,test,10,3,13,4.0
1240015,135989,prior,6,2,9,14.0
1061599,124228,prior,2,4,20,30.0
542538,8116,prior,45,1,19,1.0
1765521,151083,prior,3,6,13,7.0
2235727,204709,prior,66,5,12,1.0
2262828,61422,prior,2,6,12,16.0
3124849,35135,prior,16,2,19,19.0
2808308,68849,prior,3,1,23,30.0
713590,141585,prior,13,5,16,30.0
1420471,92840,prior,37,5,15,8.0
772102,201733,prior,6,5,8,0.0
1934451,41877,prior,15,6,16,13.0
179043,11357,prior,7,0,18,30.0
1446095,61046,prior,21,6,13,5.0
927691,28145,prior,7,6,11,14.0
1648454,42148,prior,14,1,12,28.0
2441549,184362,prior,1,3,6,
1240223,12812,prior,1,0,12,
2811381,78714,prior,8,0,16,7.0
558711,77557,prior,10,1,19,9.0
1880041,88065,prior,4,0,11,7.0
1040466,88854,prior,4,1,11,13.0
2322058,856,train,5,5,10,30.0
1431858,6290,prior,26,1,11,16.0
773432,115938,prior,33,0,19,28.0
943567,199516,prior,4,3,16,2.0
1715160,134540,prior,72,5,9,5.0
3183667,201433,prior,6,5,12,30.0
1357947,162651,prior,5,6,16,9.0
788551,151464,prior,65,0,20,3.0
2503599,102178,prior,7,0,15,4.0
2626642,202377,prior,21,6,10,8.0
3257757,12243,prior,2,3,16,30.0
2499635,178865,prior,8,6,12,13.0
2940878,11885,train,11,6,23,5.0
1007767,197829,train,64,4,21,8.0
2763649,191846,prior,48,5,13,7.0
151031,19739,prior,1,4,13,
505395,143714,prior,59,5,10,3.0
1111121,178386,prior,4,2,21,7.0
1649001,47642,prior,2,1,18,17.0
263020,62249,prior,41,5,17,6.0
382997,173598,prior,6,0,9,8.0
1670998,153024,prior,28,4,16,8.0
1352883,99296,prior,3,6,0,13.0
3318383,200118,prior,8,6,10,8.0
3189175,188751,prior,9,4,9,6.0
2703627,193073,prior,5,6,20,3.0
3067240,106218,prior,6,2,12,11.0
936319,13998,prior,8,5,9,4.0
529790,162597,prior,11,2,11,7.0
1526231,169126,prior,2,1,17,6.0
951344,178279,prior,4,0,15,1.0
979947,204745,prior,57,2,11,14.0
453444,125650,prior,10,1,17,2.0
1206251,172781,prior,1,6,2,
527923,156420,prior,48,3,21,8.0
2075281,197308,prior,8,5,11,2.0
2972413,202423,prior,28,1,9,7.0
430135,166459,prior,3,1,12,14.0
1745764,64918,prior,12,6,9,7.0
3104315,139558,prior,12,5,14,1.0
948535,52560,prior,2,1,10,17.0
1706393,148901,prior,9,6,9,6.0
3056583,104273,prior,14,5,20,15.0
1133726,113685,prior,27,1,14,6.0
2668012,56180,prior,20,5,8,18.0
2657898,55831,prior,75,1,9,4.0
1510310,173273,prior,16,1,15,16.0
1199371,150097,prior,8,6,22,7.0
2934335,109279,prior,33,6,19,2.0
2953325,69816,train,10,3,14,10.0
2935577,31486,prior,22,0,14,24.0
312209,172155,prior,8,4,19,13.0
340584,90856,prior,53,1,17,5.0
1566772,38850,prior,34,1,17,6.0
2347440,103135,prior,12,5,11,17.0
2886437,79941,prior,29,4,19,17.0
2294911,7422,prior,3,4,10,4.0
2849111,18186,prior,6,6,10,20.0
1495513,162869,prior,28,4,16,3.0
2165658,22329,prior,11,0,10,6.0
118977,153871,prior,5,2,13,11.0
2314603,158639,prior,27,4,7,7.0
1521354,31976,prior,7,3,14,7.0
2446690,870,prior,23,6,8,6.0
3195881,48115,prior,3,3,14,30.0
1223429,96802,prior,9,3,12,3.0
677248,187157,prior,32,6,10,8.0
829256,93922,prior,2,1,15,30.0
422200,82879,prior,20,2,11,3.0
2859647,144171,prior,7,4,18,14.0
3267771,202409,prior,2,6,15,1.0
2568463,78891,prior,8,4,18,3.0
408576,160735,prior,23,0,8,14.0
3153451,195607,prior,37,6,19,7.0
719366,154365,prior,22,2,11,7.0
1843030,67229,prior,5,1,11,8.0
824030,72327,prior,8,6,15,9.0
232719,86138,prior,17,4,14,16.0
397928,201845,prior,12,0,9,4.0
1789339,166902,prior,35,2,16,8.0
948985,124056,prior,14,3,10,8.0
2166020,168183,prior,7,6,14,30.0
1452587,134863,train,35,2,23,16.0
846580,113793,prior,1,5,10,
3162643,39583,prior,4,0,9,4.0
1736874,166660,prior,5,0,17,18.0
713375,159674,prior,14,6,15,30.0
242894,170391,prior,16,5,6,3.0
2975801,111510,prior,5,1,10,0.0
2973381,71961,prior,2,5,7,4.0
2698867,96992,prior,17,0,8,18.0
2776191,165810,prior,24,0,16,7.0
1252829,132803,prior,98,0,16,3.0
2534121,61964,prior,1,2,22,
581285,143604,test,23,0,11,14.0
687601,12727,prior,3,3,14,14.0
2938415,147564,prior,27,3,10,9.0
2019052,23283,prior,11,3,12,6.0
2623462,190589,prior,11,0,12,16.0
473371,47905,prior,1,6,12,
2201986,35351,train,20,2,11,30.0
1108376,143183,prior,21,0,14,8.0
2707706,101330,prior,16,3,19,1.0
362673,175903,prior,20,5,9,3.0
659530,82966,prior,6,1,14,13.0
3379134,180060,prior,5,3,10,12.0
845311,195878,prior,1,6,17,
2991922,133443,train,4,0,8,30.0
2644440,92493,prior,62,4,7,3.0
2966484,122423,train,24,6,13,6.0
188712,336,prior,8,1,15,6.0
1037096,27636,prior,10,2,11,12.0
1835866,2073,prior,8,2,9,22.0
1865147,180299,prior,5,2,16,16.0
2327176,59965,prior,14,6,10,1.0
1590812,203776,prior,1,3,10,
479616,43704,prior,9,1,9,30.0
2144911,52638,prior,3,6,8,30.0
157283,132571,prior,10,0,12,5.0
2184461,146087,prior,67,6,14,6.0
109704,159740,prior,3,0,9,9.0
826618,85905,prior,8,3,19,21.0
1148033,197101,prior,9,3,7,11.0
839557,146728,prior,4,6,12,11.0
3238829,21566,prior,11,4,13,10.0
569100,6963,prior,8,6,10,6.0
3026463,5514,prior,13,5,7,3.0
2806958,23051,prior,4,6,20,11.0
1077319,199337,prior,69,1,15,12.0
884473,115367,prior,9,2,19,13.0
2342167,202119,prior,32,1,14,8.0
2847871,198613,prior,31,6,10,6.0
3070228,63139,prior,46,0,12,18.0
1749127,129411,prior,27,1,17,7.0
1107410,113406,prior,11,0,21,8.0
2447378,55764,prior,2,1,12,30.0
1330206,104887,prior,17,4,13,5.0
1323003,198156,prior,1,3,19,
486001,100284,prior,18,6,8,7.0
1792716,193974,prior,2,5,18,7.0
3275871,73088,prior,6,5,14,4.0
3124405,204380,prior,3,4,19,4.0
883066,58043,prior,5,2,14,26.0
1605025,185196,prior,13,1,12,11.0
826674,10637,prior,14,4,6,23.0
821510,65142,prior,1,6,17,
2483690,43128,prior,5,0,8,14.0
1555516,74440,prior,8,4,10,21.0
251177,40652,prior,12,1,9,21.0
1034775,199248,prior,9,6,19,3.0
1845433,90133,prior,26,1,13,10.0
1719334,190200,prior,28,1,20,1.0
1392624,123920,prior,8,0,10,10.0
2399143,131411,prior,52,4,10,7.0
2522478,85812,prior,17,1,8,5.0
3047958,166945,prior,17,6,13,4.0
1752782,197007,prior,35,1,12,3.0
34769,112951,train,4,2,13,29.0
2528384,53393,prior,82,0,14,4.0
819979,130659,prior,1,5,11,
2855589,34305,prior,46,2,11,5.0
2000197,145195,prior,3,3,17,10.0
2333964,178558,prior,27,1,20,2.0
1010444,167254,prior,9,6,11,14.0
2247163,169989,prior,16,5,8,3.0
3200374,205343,prior,1,5,8,
2280156,118600,prior,11,1,14,10.0
1799445,137185,prior,2,4,12,30.0
561311,187098,prior,7,0,12,14.0
1240835,75780,prior,5,5,17,16.0
2486385,60627,prior,23,1,14,5.0
1592299,153075,prior,49,3,11,2.0
1393699,19065,prior,1,1,7,
2348914,180973,prior,51,6,8,6.0
189961,102926,prior,2,3,11,14.0
297590,105279,prior,19,1,14,4.0
1203578,168443,prior,11,6,7,12.0
1490877,155252,prior,12,4,17,22.0
1574886,190181,prior,6,6,13,18.0
1935983,162099,prior,15,2,15,9.0
654717,106030,prior,4,2,11,30.0
1173952,78004,prior,8,6,13,20.0
640631,90593,prior,17,3,14,6.0
2755530,1697,prior,1,6,18,
2924854,68500,prior,55,4,16,3.0
2113538,181566,prior,19,1,19,7.0
565274,74365,prior,8,1,13,30.0
1896931,77154,prior,7,2,14,7.0
2091459,67887,prior,2,1,12,7.0
3174440,102318,prior,6,6,6,8.0
2001972,179609,prior,4,1,12,29.0
2029876,87015,prior,14,5,19,4.0
2233272,127881,prior,24,0,15,4.0
2959474,177951,prior,3,0,11,6.0
3168703,136404,prior,26,6,10,6.0
2999892,78494,prior,7,2,16,8.0
2165934,105206,prior,6,4,18,7.0
2230570,123715,prior,3,6,17,20.0
1743586,163421,prior,21,4,16,7.0
2026364,29573,train,47,5,8,5.0
3285679,129928,prior,56,5,13,8.0
2334798,108834,prior,1,2,17,
696262,104061,prior,6,0,19,2.0
2657859,138470,prior,51,2,15,3.0
1378141,6846,test,6,1,12,30.0
138535,158558,prior,4,3,13,6.0
1535226,56022,prior,1,6,10,
2686830,100411,prior,1,4,16,
1707572,24568,prior,3,1,10,18.0
3401193,173779,prior,21,3,15,9.0
2869072,182821,prior,45,4,8,2.0
2273263,168698,prior,22,5,16,6.0
1959356,158077,prior,43,1,21,5.0
1372157,190293,prior,4,5,15,3.0
3135073,48477,prior,48,6,21,7.0
3280686,96566,prior,3,2,19,30.0
3237389,153703,prior,18,0,16,30.0
3274937,201664,prior,6,5,14,26.0
247629,183970,prior,11,5,8,3.0
1671332,111247,prior,9,0,21,30.0
2279151,130206,test,15,5,15,30.0
1355861,158379,prior,22,4,10,9.0
3378511,151606,prior,69,4,9,3.0
2736545,8027,prior,11,3,15,2.0
308368,138136,prior,24,4,7,7.0
901223,3514,prior,91,1,5,3.0
1322150,178236,prior,48,6,10,3.0
740976,5469,prior,29,4,14,4.0
224345,189242,prior,1,3,16,
2540918,88248,prior,56,1,21,2.0
623290,154582,prior,2,5,11,1.0
2935915,140804,prior,8,5,11,5.0
2461158,163030,test,6,6,20,6.0
3364213,180378,prior,3,4,18,30.0
1788228,112364,train,7,3,16,7.0
3192692,68014,train,14,6,17,24.0
3092297,50464,prior,13,4,14,15.0
413917,13679,prior,2,0,22,1.0
1377534,115496,prior,28,5,19,2.0
1721451,138229,prior,5,6,18,20.0
2502644,103166,prior,40,2,19,3.0
2765140,165882,train,24,6,10,13.0
1003785,186406,prior,1,2,10,
463920,107127,prior,4,6,17,30.0
2323353,66149,prior,19,2,10,7.0
164924,120182,prior,14,4,12,17.0
505004,131516,prior,5,4,20,30.0
824227,93358,train,4,5,11,30.0
2820380,39059,prior,16,1,7,5.0
452398,4382,prior,28,3,14,3.0
2614688,119659,prior,1,1,20,
2182358,5193,prior,11,1,13,5.0
2392599,71579,prior,14,1,9,7.0
1800041,50357,train,8,6,10,30.0
595802,181566,prior,22,3,5,8.0
1972084,104155,prior,4,1,16,6.0
205759,132013,prior,12,6,13,7.0
750128,33826,prior,6,2,20,2.0
1993757,7846,prior,35,1,8,7.0
1025883,22580,prior,23,1,18,4.0
1462479,195316,prior,42,5,17,0.0
1331238,162331,prior,1,3,11,
2523148,36725,prior,74,6,15,5.0
2642883,96338,prior,41,5,22,3.0
1712621,93731,prior,18,2,8,9.0
296205,106895,prior,8,0,17,11.0
1534816,176228,train,49,2,9,5.0
1080972,117865,prior,2,5,9,4.0
300276,135871,prior,6,6,11,5.0
1222612,13613,prior,6,4,18,30.0
2777261,196193,test,11,5,12,30.0
988632,81129,prior,4,3,16,30.0
3369949,92991,prior,9,0,19,7.0
1387319,73234,prior,15,6,15,15.0
299717,84543,prior,26,1,10,3.0
92588,31333,test,5,5,15,26.0
585939,18390,prior,9,1,6,30.0
360153,51411,prior,1,1,20,
3282772,153424,prior,3,2,13,26.0
454885,74917,prior,37,6,23,1.0
2534881,180452,prior,8,1,13,30.0
2376161,106008,train,31,6,9,11.0
224777,106055,prior,1,5,21,
112766,69248,train,26,2,16,4.0
22798,189149,prior,3,3,16,6.0
2634155,4130,prior,43,0,16,3.0
2980416,147240,prior,82,4,18,5.0
3222107,123322,prior,57,2,6,3.0
1412922,182506,prior,76,3,14,2.0
2132295,113356,prior,12,3,17,4.0
370209,113799,prior,3,3,18,19.0
2062166,201591,prior,28,0,9,8.0
1371809,115248,prior,44,4,17,4.0
814063,160968,prior,2,6,11,30.0
907638,157275,prior,16,6,14,14.0
1184197,117257,prior,26,3,11,4.0
789225,199306,prior,27,4,9,3.0
1259578,141242,prior,8,3,20,7.0
656199,84114,prior,40,5,7,5.0
784242,56886,prior,40,1,14,3.0
202448,100629,prior,90,0,23,2.0
1704595,62971,prior,18,0,19,6.0
480996,107402,prior,22,3,6,17.0
2319198,146141,prior,6,4,15,9.0
3092556,8564,prior,6,5,17,30.0
3417550,20968,prior,33,1,10,8.0
2412486,148658,prior,31,5,17,11.0
2044349,103770,prior,5,1,18,9.0
2936137,61675,prior,31,0,16,7.0
3225669,37363,train,11,1,15,4.0
1960362,4326,prior,34,1,9,6.0
1595064,171833,prior,12,0,21,8.0
3195042,97699,prior,46,2,9,5.0
214468,45044,prior,9,4,10,8.0
1473720,11694,prior,4,4,15,30.0
2250104,86265,prior,35,1,10,4.0
854419,67807,prior,16,4,7,13.0
1098009,100857,prior,1,0,15,
1692999,119124,prior,4,6,16,2.0
2413779,98246,prior,7,1,13,27.0
2543879,169380,prior,6,4,8,3.0
1591744,160426,prior,67,1,9,4.0
433506,27502,prior,1,6,16,
1047912,81567,prior,4,4,16,2.0
2823773,42824,prior,7,3,14,24.0
30799,26977,prior,15,2,9,10.0
1984679,189413,prior,37,0,14,7.0
2583790,72196,prior,9,6,8,30.0
1768703,33340,prior,51,0,8,6.0
1887870,108496,prior,2,6,13,30.0
2199451,55141,prior,10,0,16,4.0
2635056,14362,prior,3,1,23,30.0
1552388,89012,prior,94,1,17,3.0
2498062,138990,prior,2,3,18,8.0
3223814,185406,prior,96,3,9,2.0
1194100,192099,prior,15,3,17,6.0
1208385,5264,prior,1,0,18,
1365538,39556,prior,6,0,18,11.0
275460,191198,prior,49,2,12,5.0
404679,2183,prior,28,0,16,5.0
53831,43265,prior,5,3,9,2.0
3297905,28827,prior,33,5,21,5.0
1526252,158973,prior,20,0,13,8.0
1395553,36584,prior,9,1,15,14.0
709506,12886,prior,67,3,15,9.0
1310167,92539,prior,1,3,17,
871791,25260,prior,11,6,16,30.0
2916351,1130,train,50,1,9,6.0
360565,141922,prior,21,0,14,12.0
2932229,153184,train,20,1,15,5.0
3212276,103814,prior,6,1,12,30.0
1591739,62485,prior,2,0,11,1.0
1722605,139669,prior,8,1,12,8.0
1482467,156140,prior,11,0,15,8.0
2104787,194382,prior,25,3,7,12.0
3030485,84526,prior,26,3,14,7.0
1551494,70984,prior,9,5,17,12.0
2108533,64382,prior,8,3,11,8.0
2212303,182920,prior,4,3,7,9.0
1036221,159674,prior,19,1,15,10.0
2253508,177887,prior,4,0,16,8.0
3045769,94361,prior,2,0,19,14.0
3223071,172221,prior,79,4,13,4.0
1535202,81978,prior,3,6,12,30.0
1545917,163083,prior,21,1,14,7.0
3343352,204876,prior,3,6,16,6.0
2124364,102208,prior,31,3,15,5.0
1034264,148152,train,7,6,8,7.0
2332313,149513,prior,2,3,9,30.0
2688841,202658,prior,43,2,15,4.0
1969457,62020,prior,22,3,10,4.0
3361973,117752,prior,71,6,17,4.0
3292004,192960,prior,19,0,18,12.0
2612302,56062,prior,20,4,6,19.0
1952321,93251,prior,28,6,15,7.0
819281,144668,prior,11,0,11,7.0
2802571,20913,test,4,1,17,12.0
3321057,68634,prior,22,1,8,14.0
657670,170741,prior,49,0,17,5.0
113944,34688,prior,7,4,11,16.0
3279542,28501,prior,1,2,18,
39755,107398,prior,47,6,20,8.0
3265215,49406,prior,62,6,14,1.0
2169062,174355,prior,13,2,13,6.0
410589,164721,prior,19,4,15,6.0
2975359,20507,prior,6,0,9,21.0
3236640,103188,prior,13,0,14,7.0
488789,27414,prior,66,4,10,5.0
2584983,101567,prior,5,5,13,30.0
2981825,9339,prior,21,6,11,4.0
2221100,26966,prior,3,2,7,8.0
3149411,143134,prior,11,3,8,27.0
2218169,47518,prior,4,0,10,6.0
2123423,154092,prior,28,0,1,14.0
1144742,127117,prior,11,4,13,12.0
498586,91833,prior,1,6,14,
1914150,201092,prior,4,3,22,17.0
1937922,53371,prior,11,3,11,8.0
2560237,113191,test,4,1,19,30.0
2565541,145601,prior,3,3,12,30.0
1251653,26449,prior,1,0,9,
3313145,19620,prior,2,2,11,7.0
1287588,117605,prior,46,4,22,3.0
875360,21335,prior,17,1,13,8.0
959508,158561,train,50,2,19,8.0
2929433,43969,prior,1,1,13,
1487252,64877,prior,15,4,17,8.0
2640307,13141,prior,6,4,18,12.0
1398587,158452,prior,4,1,13,15.0
2907473,89132,prior,22,0,9,14.0
1783981,10306,prior,1,5,21,
1776326,170998,prior,9,3,16,17.0
2468316,179286,prior,34,2,10,4.0
565212,195243,prior,7,4,11,1.0
2480824,144977,prior,54,3,9,2.0
3410625,32660,prior,38,2,11,2.0
2064380,138586,prior,46,5,18,2.0
1474772,110634,prior,8,4,14,25.0
321208,169311,prior,7,2,16,16.0
446041,60982,prior,14,4,14,17.0
48484,55271,prior,26,3,14,2.0
420053,159279,prior,2,0,11,14.0
975781,159640,prior,12,0,11,7.0
3346287,20771,prior,32,1,13,1.0
826592,145978,prior,49,3,13,20.0
2635150,110906,prior,7,4,11,7.0
3188960,82933,prior,1,1,15,
3154842,116564,prior,21,2,18,10.0
2059185,22824,prior,84,6,20,2.0
2230630,125063,prior,2,0,17,6.0
2877260,43382,prior,7,1,16,5.0
2472438,59432,prior,7,5,14,30.0
1507751,114595,train,10,6,12,30.0
2678359,45767,prior,19,5,10,8.0
51224,184728,prior,31,5,14,8.0
1076712,58160,prior,34,3,10,11.0
2300899,63959,prior,26,3,13,26.0
3150867,129106,prior,14,2,14,5.0
1030867,127272,prior,29,6,9,6.0
2517426,89669,prior,6,0,11,4.0
1501265,29671,prior,8,4,8,3.0
3027358,64988,prior,21,5,16,1.0
1626905,65744,prior,17,3,19,11.0
2388122,128372,prior,24,3,11,7.0
263414,42996,prior,58,1,11,8.0
1591548,155159,prior,33,0,6,4.0
1538067,183295,prior,3,0,12,9.0
2057498,102552,prior,4,6,23,30.0
697269,129365,prior,1,1,22,
1153790,113707,prior,1,5,17,
2710159,143722,prior,5,3,17,7.0
3170660,110382,prior,35,1,16,9.0
856492,139870,prior,10,2,11,13.0
2370576,44159,train,28,5,10,4.0
2301903,197640,prior,36,4,14,4.0
1465964,149127,prior,13,2,12,2.0
3012784,55624,prior,21,5,10,5.0
649351,195030,prior,32,6,9,0.0
2386013,204443,prior,7,3,9,30.0
2425946,119994,prior,36,3,11,1.0
1226353,187754,prior,34,2,15,6.0
2068332,180336,prior,4,1,9,7.0
500075,187189,prior,7,6,8,30.0
882981,95929,prior,3,2,17,12.0
230166,111625,prior,18,4,16,23.0
1880296,16856,prior,14,2,8,19.0
2098277,39586,prior,10,1,12,22.0
2536671,189280,prior,9,6,17,0.0
2175402,194522,train,9,0,12,12.0
465068,87925,prior,17,0,15,14.0
1788866,118603,prior,3,2,10,23.0
1719494,204436,prior,5,6,6,12.0
1106261,115778,prior,4,6,11,18.0
1790946,78280,prior,6,4,16,12.0
675642,184630,prior,7,5,12,5.0
815027,131870,prior,7,0,23,4.0
222566,143734,prior,4,0,14,4.0
2067023,155938,prior,32,1,20,7.0
3032256,2965,prior,21,1,18,14.0
1874378,37327,prior,1,5,17,
1875049,180470,prior,58,0,15,3.0
977557,101819,prior,5,1,15,7.0
1563908,31264,prior,7,2,16,2.0
400379,6695,prior,13,3,13,13.0
1063892,102537,prior,11,6,22,6.0
869119,152662,prior,34,3,14,2.0
137499,169467,prior,46,6,18,6.0
2967929,200092,prior,24,3,19,3.0
890389,48577,prior,4,5,11,30.0
2780277,130471,prior,19,0,15,4.0
1805311,45570,prior,25,5,8,5.0
1974356,26074,prior,17,3,14,1.0
393409,181796,prior,25,2,11,1.0
991116,152875,prior,7,2,11,26.0
2738470,49447,prior,2,0,13,30.0
2296442,117922,prior,3,2,10,7.0
834457,75859,prior,15,2,14,6.0
568041,25780,prior,41,0,11,8.0
1256349,134153,prior,1,4,21,
3201205,183392,prior,13,6,7,16.0
1799441,79394,prior,2,5,13,5.0
645430,64939,prior,20,6,9,6.0
2900464,39149,prior,4,6,10,4.0
3256376,52665,prior,8,0,14,7.0
390667,124095,prior,14,0,9,1.0
1574693,53976,prior,35,4,14,0.0
287514,125877,prior,27,5,9,8.0
86607,194684,prior,5,6,17,13.0
450454,73654,prior,39,1,14,3.0
1183756,66412,prior,7,0,13,30.0
1943470,61628,prior,24,4,0,5.0
3305576,87831,prior,1,6,10,
1274036,29221,prior,2,0,13,4.0
3149068,179394,prior,38,1,12,14.0
1165802,91396,prior,53,3,15,3.0
2739141,24370,prior,8,0,13,30.0
94334,96577,prior,87,6,5,2.0
1270305,167983,prior,20,1,9,14.0
2638535,167692,prior,1,3,14,
1346143,188309,prior,3,4,16,8.0
3283037,119109,prior,28,2,12,1.0
520210,171690,prior,5,2,15,7.0
2081207,135410,prior,20,4,8,30.0
1911955,154107,prior,32,0,12,14.0
1629779,139818,prior,20,2,11,4.0
2405421,163076,prior,25,6,9,7.0
2790876,55545,prior,14,1,18,12.0
3302711,61502,prior,30,0,8,6.0
1995651,158671,prior,1,0,19,
2063859,175822,prior,6,2,10,14.0
2084970,155487,prior,3,1,15,21.0
819180,149476,prior,11,1,19,13.0
1593491,70837,prior,3,6,16,6.0
1191177,197398,prior,4,4,9,5.0
2073188,133364,prior,3,1,9,6.0
675479,107538,prior,3,4,15,30.0
1634688,187609,prior,62,2,11,1.0
2530163,74530,prior,11,0,10,6.0
475234,192140,train,28,5,20,7.0
2158457,137849,prior,2,6,15,11.0
1382534,96727,prior,20,5,10,5.0
3288681,136912,train,4,6,9,30.0
1591298,16623,prior,5,5,8,30.0
2175767,180963,prior,44,0,12,3.0
2038115,107798,prior,1,1,9,
490462,197049,prior,11,0,14,7.0
2115186,194759,prior,2,3,1,30.0
1747953,1147,prior,8,0,18,28.0
2720138,176970,prior,10,0,8,7.0
33715,65310,prior,60,6,11,0.0
981055,159358,prior,20,0,20,5.0
1156236,89276,prior,17,5,21,26.0
654968,101164,prior,38,3,14,7.0
453536,200410,prior,31,6,15,7.0
476078,11774,prior,21,4,17,9.0
3136089,102339,prior,37,1,14,2.0
742019,27113,prior,11,0,12,30.0
260253,185071,prior,9,5,16,4.0
1574744,204161,prior,1,0,17,
1849565,4500,prior,3,0,10,17.0
2953681,136426,prior,4,4,8,28.0
2681448,8689,prior,18,3,16,3.0
1071303,190025,prior,10,0,23,6.0
2440987,128611,prior,9,0,19,9.0
2820164,78370,prior,5,0,16,9.0
1904649,77450,prior,11,3,16,4.0
3003069,21686,prior,38,5,10,4.0
1883524,156395,prior,24,4,18,4.0
127806,197357,prior,8,2,7,22.0
1805264,154435,prior,13,0,12,14.0
2352309,47293,prior,5,6,6,4.0
1360240,9550,prior,2,0,19,14.0
1858969,69047,prior,12,4,10,10.0
1383678,76188,prior,21,2,14,5.0
3197234,45383,prior,5,0,12,5.0
2967333,169030,prior,3,4,17,15.0
1331954,183970,prior,27,4,16,1.0
296089,91222,train,4,0,11,30.0
572872,140900,prior,6,1,20,17.0
3200751,139775,prior,66,4,13,0.0
114949,104463,prior,14,6,17,10.0
2563788,21991,prior,52,6,8,6.0
260476,169653,prior,27,2,17,9.0
2909465,137081,prior,26,2,11,3.0
928936,45679,prior,2,0,16,14.0
702070,37568,prior,16,4,17,20.0
1458486,18775,prior,56,5,8,3.0
2724106,197145,prior,11,1,9,6.0
1625949,114195,prior,8,2,22,8.0
3316585,8110,prior,30,3,17,4.0
532352,149364,prior,3,1,16,30.0
1987650,167996,prior,6,3,14,6.0
3209094,179832,prior,46,0,16,3.0
2862193,165054,prior,1,1,17,
2652242,5912,prior,62,6,15,1.0
2705156,181889,prior,3,5,7,13.0
2088937,65871,prior,23,0,23,2.0
2461144,894,prior,46,0,20,6.0
727951,182357,train,24,1,17,7.0
3197164,58936,prior,18,0,10,7.0
1209567,4378,prior,1,3,15,
1227578,35902,prior,3,2,8,7.0
1670576,123486,prior,5,0,18,13.0
2311347,65363,prior,9,5,18,16.0
1425286,109026,prior,24,3,16,5.0
3159125,30264,prior,7,3,9,9.0
991786,155777,test,24,0,12,7.0
2153203,79763,prior,9,5,6,7.0
1063850,163506,prior,18,2,18,10.0
963388,40963,prior,15,4,15,0.0
3136103,47996,prior,2,2,14,4.0
441550,29097,prior,7,0,14,6.0
1420252,122721,prior,23,0,17,8.0
1537679,52938,prior,6,2,11,30.0
1255252,110174,prior,50,4,11,1.0
1086096,138264,prior,16,5,13,11.0
318271,62457,prior,3,6,21,20.0
531283,35587,prior,3,4,13,20.0
1514000,30306,prior,2,6,17,11.0
2678285,38051,prior,2,5,18,5.0
2694032,131762,prior,12,1,12,3.0
302306,38132,prior,5,0,17,4.0
815793,63212,prior,13,4,16,7.0
2934970,34389,test,4,4,14,30.0
2296343,206140,prior,1,4,16,
2129222,5101,prior,24,2,7,5.0
